id,rest_url,place,center_lat,center_long,center_zoom,name,type,web,address
31,https://nowcoast.noaa.gov/arcgis/rest/services,"NOAA nowcoast arcgis",34.049039,-118.246521,10,"NOAA nowcoast arcgis",folder,NULL,NULL
32,https://gis.ngdc.noaa.gov/arcgis/rest/services,"NOAA National Centers for Environmental Information  arcgis",34.049039,-118.246521,10,"NOAA National Centers for Environmental Information  arcgis",folder,NULL,NULL
33,https://sampleserver3.arcgisonline.com/ArcGIS/rest/services,"Arcgis online sampleserver3",34.049039,-118.246521,16,"Arcgis online sampleserver3",folder,NULL,NULL
34,https://sampleserver6.arcgisonline.com/arcgis/rest/services,"Arcgis online sampleserver6",34.049039,-118.246521,16,"Arcgis online sampleserver6",folder,NULL,NULL
35,https://mapservices.nps.gov/arcgis/rest/services,"National Park Service",40.703603,-74.012224,16,"National Park Service",folder,NULL,NULL
36,https://irmaservices.nps.gov/arcgis/rest/services,"National Park Service irma",40.703603,-74.012224,16,"National Park Service irma",folder,NULL,NULL
37,https://geodata.epa.gov/arcgis/rest/services,"Environmental Protection Agency",40.703603,-74.012224,16,"Environmental Protection Agency",folder,NULL,NULL
38,https://echo.epa.gov/arcgis/rest/services,"Enforcement and Compliance History Online",40.703603,-74.012224,16,"Enforcement and Compliance History Online",folder,NULL,NULL
39,https://enviroatlas.epa.gov/arcgis/rest/services,EnviroAtlas,40.703603,-74.012224,16,EnviroAtlas,folder,NULL,NULL
40,https://edg.epa.gov/arcgis/rest/services,"Environmental Dataset Gateway",40.703603,-74.012224,16,"Environmental Dataset Gateway",folder,NULL,NULL
41,https://ejscreen.epa.gov/arcgis/rest/services,"EJSCREEN Environmental Justice Screening and Mapping Tool",40.703603,-74.012224,16,"EJSCREEN Environmental Justice Screening and Mapping Tool",folder,NULL,NULL
42,https://gispub.epa.gov/arcgis/rest/services,"Environmental Protection Agency",40.703603,-74.012224,16,"Environmental Protection Agency",folder,NULL,NULL
43,https://apps.fs.usda.gov/arcx/rest/services,"U.S. Forest Service",40.703603,-74.012224,16,"U.S. Forest Service",folder,NULL,NULL
44,https://services5.arcgis.com/GfwWNkhOj9bNBqoJ/ArcGIS/rest/services,"New York City",40.703603,-74.012224,17,"New York City",folder,NULL,NULL
45,https://gisdata.dot.ca.gov/arcgis/rest/services,"California State Department of Transportation",34.049039,-118.246521,16,"California State Department of Transportation",folder,NULL,NULL
46,http://gis.abag.ca.gov/arcgis/rest/services,"Association of Bay Area Governments",37.804427,-122.410632,17,"Association of Bay Area Governments",folder,NULL,NULL
47,https://gisapps.cityofchicago.org/arcgis/rest/services,Chicago,41.876509,-87.629909,17,Chicago,folder,NULL,NULL
48,https://maps.pasda.psu.edu/arcgis/rest/services,"Pennsylvania Spatial Data",39.952583,-75.165222,17,"Pennsylvania Spatial Data",folder,NULL,NULL
49,http://maps.psiee.psu.edu/arcgis/rest/services,"Pennsylvania State University Institute Of Energy Environment",39.952583,-75.165222,17,"Pennsylvania State University Institute Of Energy Environment",folder,NULL,NULL
50,https://maps.cityofrochester.gov/arcgis/rest/services,Rochester,43.156578,-77.608849,17,Rochester,folder,NULL,NULL
51,https://mapservices.phoenix.gov/arcgis/rest/services,Phoenix,33.448376,-112.074036,17,Phoenix,folder,NULL,NULL
52,https://qagis.sanantonio.gov/arcgis/rest/services,"San Antonio",29.424122,-98.493629,17,"San Antonio",folder,NULL,NULL
53,https://maps.bexar.org/arcgis/rest/services,"Bexar County",29.424122,-98.493629,17,"Bexar County",folder,NULL,NULL
54,http://maps.sandiego.gov/ArcGIS/rest/services,"San Diego",32.715736,-117.161087,17,"San Diego",folder,NULL,NULL
55,https://gis-public.co.san-diego.ca.us/arcgis/rest/services,"San Diego County",32.715736,-117.161087,17,"San Diego County",folder,NULL,NULL
56,https://gis.dallascityhall.com/wwwgis/rest/services,Dallas,32.776665,-96.796989,17,Dallas,folder,NULL,NULL
57,http://gis.sanjoseca.gov/arcgis/rest/services,"San Jose",37.338207,-121.886330,17,"San Jose",folder,NULL,NULL
58,http://maps.coj.net/coj/rest/services,Jacksonville,30.332184,-81.655647,17,Jacksonville,folder,NULL,NULL
59,http://imaps.indy.gov/arcgis/rest/services,Indianapolis,39.768402,-86.158066,17,Indianapolis,folder,NULL,NULL
60,https://maps.columbus.gov/arcgis/rest/services,Columbus,39.961178,-82.998795,17,Columbus,folder,NULL,NULL
61,https://mapit.fortworthtexas.gov/ags/rest/services,"Fort Worth",32.755489,-97.330765,17,"Fort Worth",folder,NULL,NULL
62,https://maps.ci.charlotte.nc.us/arcgis/rest/services,Charlotte,35.227085,-80.843124,17,Charlotte,folder,NULL,NULL
63,https://ccgis.charlottecountyfl.gov/arcgis/rest/services,"Charlotte County",26.931650,-82.041023,17,"Charlotte County",folder,NULL,NULL
64,https://gis.elpasotexas.gov/arcgis/rest/services,"El Paso",31.761877,-106.485023,17,"El Paso",folder,NULL,NULL
65,https://gis.detroitmi.gov/arcgis/rest/services,Detroit,42.331429,-83.045753,17,Detroit,folder,NULL,NULL
66,http://gis.cityofboston.gov/arcgis/rest/services,Boston,42.360081,-71.058884,17,Boston,folder,NULL,NULL
67,http://mapgis.memphistn.gov/arcgis/rest/services,Memphis,35.149532,-90.048981,17,Memphis,folder,NULL,NULL
68,https://maps.nashville.gov/arcgis/rest/services,Nashville,36.162663,-86.781601,17,Nashville,folder,NULL,NULL
69,https://www.portlandmaps.com/arcgis/rest/services,Portland,45.512230,-122.658722,17,Portland,folder,NULL,NULL
70,https://gis.edmondok.com/arcgis/rest/services,"Oklahoma City",35.467560,-97.516426,17,"Oklahoma City",folder,NULL,NULL
71,https://mapdata.lasvegasnevada.gov/clvgis/rest/services,"Las Vegas",36.169941,-115.139832,17,"Las Vegas",folder,NULL,NULL
72,http://cityview.baltimorecity.gov/ArcGIS/rest/services,Baltimore,39.290386,-76.612190,17,Baltimore,folder,NULL,NULL
73,http://bcgis.baltimorecountymd.gov/arcgis/rest/services,"Baltimore County",39.290386,-76.612190,17,"Baltimore County",folder,NULL,NULL
74,https://ags1.lojic.org/arcgis/rest/services,Louisville,38.252666,-85.758453,17,Louisville,folder,NULL,NULL
75,https://maps2.milwaukee.gov/arcgis/rest/services,Milwaukee,43.038902,-87.906471,17,Milwaukee,folder,NULL,NULL
76,https://lio.milwaukeecountywi.gov/arcgis/rest/services,"Milwaukee County",43.038902,-87.906471,17,"Milwaukee County",folder,NULL,NULL
77,http://coagisweb.cabq.gov/arcgis/rest/services,Albuquerque,35.084385,-106.650421,17,Albuquerque,folder,NULL,NULL
78,https://maps2.tucsonaz.gov/arcgis/rest/services,Tucson,32.222607,-110.974709,17,Tucson,folder,NULL,NULL
79,https://gis4u.fresno.gov/arcgis/rest/services,Fresno,36.737797,-119.787125,17,Fresno,folder,NULL,NULL
80,http://gis-server.cityofwestsacramento.org/arcgis/rest/services,Sacramento,38.581573,-121.494400,17,Sacramento,folder,NULL,NULL
81,http://mapservices.gis.saccounty.net/arcgis/rest/services,"Sacramento County",38.581573,-121.494400,17,"Sacramento County",folder,NULL,NULL
82,https://maps.kcmo.org/kcgis/rest/services,"Kansas City",39.099728,-94.578568,17,"Kansas City",folder,NULL,NULL
83,https://tsdgis.longbeach.gov/webgis/rest/services,"Long Beach",33.770050,-118.193741,17,"Long Beach",folder,NULL,NULL
84,https://gis.atlantaga.gov/dpcd/rest/services,Atlanta,33.748997,-84.387985,17,Atlanta,folder,NULL,NULL
85,http://apps.costamesaca.gov/arcgis/rest/services,"Costa Mesa",33.641216,-117.918823,17,"Costa Mesa",folder,NULL,NULL
86,https://gis.coloradosprings.gov/arcgis/rest/services,"Colorado Springs",38.833881,-104.821365,17,"Colorado Springs",folder,NULL,NULL
87,https://gismaps.vbgov.com/arcgis/rest/services,"Virginia Beach",36.852924,-75.977982,17,"Virginia Beach",folder,NULL,NULL
88,https://earthquake.usgs.gov/arcgis/rest/services,"USGS Earthquake",34.049039,-118.246521,17,"USGS Earthquake",folder,NULL,NULL
89,https://basemap.nationalmap.gov/arcgis/rest/services,"USGS Base Map",34.049039,-118.246521,17,"USGS Base Map",folder,NULL,NULL
90,https://gis.dogis.org/arcgis/rest/services,Omaha,41.256538,-95.934502,17,Omaha,folder,NULL,NULL
91,https://maps.raleighnc.gov/arcgis/rest/services,Raleigh,35.779591,-78.638176,17,Raleigh,folder,NULL,NULL
92,https://maps.townofcary.org/arcgis/rest/services,Cary,35.826055,-78.767304,17,Cary,folder,NULL,NULL
93,https://gisweb.miamidade.gov/arcgis/rest/services,"Miami Dade County gisweb",25.761681,-80.191788,17,"Miami Dade County gisweb",folder,NULL,NULL
94,https://gis.miamibeachfl.gov/arcgispublic/rest/services,"Miami Beach",25.790653,-80.130043,17,"Miami Beach",folder,NULL,NULL
95,https://gisws.miamidade.gov/arcgis/rest/,"Miami Dade County gisws",25.761681,-80.191788,17,"Miami Dade County gisws",folder,NULL,NULL
96,http://mapgis.oaklandnet.com/ArcGIS/rest/services,Oakland,37.804363,-122.271111,17,Oakland,folder,NULL,NULL
97,http://gisapps.mapoakland.com/oakgis/rest/services,"Oakland gisapps",37.804363,-122.271111,17,"Oakland gisapps",folder,NULL,NULL
98,https://services.arcgis.com/afSMGVsC7QlRK1kZ/ArcGIS/rest/services,Minneapolis,44.977753,-93.265015,17,Minneapolis,folder,NULL,NULL
99,https://maps.co.ramsey.mn.us/arcgis/rest/services,"Ramsey County",44.977753,-93.265015,17,"Ramsey County",folder,NULL,NULL
100,https://gis.hennepin.us/arcgis/rest/services,"Hennepin County",44.977753,-93.265015,17,"Hennepin County",folder,NULL,NULL
101,https://maps.cityoftulsa.org/gis/rest/services,Tulsa,36.153980,-95.992775,17,Tulsa,error,NULL,NULL
102,http://www.clevelandgis.org/arcgis/rest/services,Cleveland,41.499321,-81.694359,17,Cleveland,folder,NULL,NULL
103,http://gis.hudson.oh.us/arcgis/rest/services,Hudson,41.239960,-81.440422,17,Hudson,folder,NULL,NULL
104,https://gismaps.wichita.gov/agsweb/rest/services,Wichita,37.687176,-97.330055,17,Wichita,folder,NULL,NULL
105,https://gis2.arlingtontx.gov/agsext2/rest/services,Arlington,32.735687,-97.108063,17,Arlington,folder,NULL,NULL
106,https://gis.nola.gov/arcgis/rest/services,"New Orleans",29.951065,-90.071533,17,"New Orleans",folder,NULL,NULL
107,https://gis.bakersfieldcity.us/webmaps/rest/services,Bakersfield,35.373291,-119.018715,17,Bakersfield,folder,NULL,NULL
108,https://arcgis.tampagov.net/arcgis/rest/services,Tampa,27.950575,-82.457176,17,Tampa,folder,NULL,NULL
109,http://honolulugis.org/arcgis/rest/services,Honolulu,21.306944,-157.858337,17,Honolulu,folder,NULL,NULL
110,https://locator.hawaii.gov/arcgis/rest/services,"Hawaii State",21.306944,-157.858337,17,"Hawaii State",folder,NULL,NULL
112,https://gis.aurora-il.org/arcgis/rest/services,Aurora,36.970890,-93.717979,17,Aurora,folder,NULL,NULL
113,https://gis.anaheim.net/server/rest/services,Anaheim,33.836594,-117.914299,17,Anaheim,folder,NULL,NULL
114,https://services1.arcgis.com/u3G8zpmDyNtG4F4e/ArcGIS/rest/services,"Santa Ana",33.745472,-117.867653,17,"Santa Ana",folder,NULL,NULL
115,https://mobile.ci.norco.ca.us/norarcgis/rest/services,Norco,33.924309,-117.554176,17,Norco,folder,NULL,NULL
116,https://arcgis102.ci.corona.ca.us/arcgis/rest/services,Corona,33.875294,-117.566437,17,Corona,folder,NULL,NULL
117,http://arcgis10.discovercorona.com/ArcGIS/rest/services,"Corona discover",33.875294,-117.566437,17,"Corona discover",folder,NULL,NULL
118,https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/,"Miami Dade County",25.761681,-80.191788,17,"Miami Dade County",folder,NULL,NULL
119,https://maps.stlouisco.com/arcgis/rest/services,"St. Louis",38.627003,-90.199402,17,"St. Louis",folder,NULL,NULL
120,https://gis.countyofriverside.us/arcgis_public/rest/services,"Riverside County",33.980602,-117.375496,17,"Riverside County",folder,NULL,NULL
121,https://maps.scag.ca.gov/scaggis/rest/services,"Southern California Association of Governments",33.980602,-117.375496,17,"Southern California Association of Governments",folder,NULL,NULL
122,https://services.arcgis.com/fLeGjb7u4uXqeF9q/ArcGIS/rest/services,Philadelphia,39.952583,-75.165222,17,Philadelphia,folder,NULL,NULL
123,https://dpw.gis.lacounty.gov/dpw/rest/services,"Los Angeles County Department of Public Work",34.049039,-118.246521,17,"Los Angeles County Department of Public Work",folder,NULL,NULL
124,https://arcgis.gis.lacounty.gov/arcgis/rest/services,"Los Angeles County Department of Regional Planning",34.049039,-118.246521,17,"Los Angeles County Department of Regional Planning",folder,NULL,NULL
125,https://transparentgov.net:8000/City%20of%20Los%20Angeles%20Public%20Work,"City of Los Angeles Department of Public Work",34.049039,-118.246521,17,"City of Los Angeles Department of Public Work",file,NULL,NULL
126,https://transparentgov.net:8000/Los%20Angeles%20County%20Regional%20Planning,"Los Angeles County Department of Regional Planning",34.049039,-118.246521,17,"Los Angeles County Department of Regional Planning",file,NULL,NULL
127,https://transparentgov.net:8000/Los%20Angeles%20County%20Public%20Work,"Los Angeles County Department of Public Work",34.049039,-118.246521,17,"Los Angeles County Department of Public Work",file,NULL,NULL
128,https://transparentgov.net:8000/City%20of%20Costa%20Mesa,"City of Costa Mesa",33.641216,-117.918823,17,"City of Costa Mesa",file,NULL,NULL
129,https://gis.urbaneng.com/arcgis/rest/services,"Corpus Christi",27.800583,-97.396378,17,"Corpus Christi",folder,NULL,NULL
130,https://maps.lexingtonky.gov/lfucggis/rest/services,Lexington,38.040585,-84.503716,17,Lexington,folder,NULL,NULL
131,https://maps.pittsburghpa.gov/primary/rest/services,Pittsburgh,40.440624,-79.995888,17,Pittsburgh,folder,NULL,NULL
132,http://www.dot.state.ak.us/ArcGIS/rest/services,Anchorage,61.218056,-149.900284,17,Anchorage,folder,NULL,NULL
133,http://www.stocktongov.com/arcgis/rest/services,Stockton,37.957703,-121.290779,17,Stockton,folder,NULL,NULL
134,https://cagisonline.hamilton-co.org/arcgis/rest/services,Cincinnati,39.103119,-84.512016,17,Cincinnati,folder,NULL,NULL
135,https://stpmaps.stpaul.gov/public/rest/services,"Saint Paul",44.953705,-93.089958,17,"Saint Paul",folder,NULL,NULL
136,https://gis.toledo.oh.gov/arcgis/rest/services,Toledo,41.652805,-83.537865,17,Toledo,folder,NULL,NULL
137,https://gis.greensboro-nc.gov/arcgis/rest/services,Greensboro,36.072636,-79.791977,17,Greensboro,folder,NULL,NULL
138,https://njgin.ci.newark.nj.us/arcgis/rest/services,Newark,40.735657,-74.172363,17,Newark,folder,NULL,NULL
139,https://maps.planogis.org/arcgiswad/rest/services,Plano,33.019844,-96.698883,17,Plano,folder,NULL,NULL
140,https://gisrevprxy.seattle.gov/arcgis/rest/services/ext/WM_CityGISLayers/MapServer,Seattle,47.612589,-122.335788,17,Seattle,service,NULL,NULL
141,http://maps.cityofhenderson.com/arcgis/rest/services,Henderson,36.039524,-114.981720,17,Henderson,folder,NULL,NULL
142,https://gisproxy.hendersoncountync.gov/arcgis/rest/services,"Henderson County",36.328362,-78.402951,17,"Henderson County",folder,NULL,NULL
143,https://gisext.lincoln.ne.gov:6443/arcgis/rest/services,Lincoln,40.813618,-96.702599,17,Lincoln,folder,NULL,NULL
144,https://arcgisserver.lincolncounty.org/arcgis/rest/services,"Lincoln County",35.470870,-81.258450,17,"Lincoln County",folder,NULL,NULL
145,https://gis.city-buffalo.com/arcgis/rest/services,Buffalo,42.886448,-78.878372,17,Buffalo,folder,NULL,NULL
146,http://sdps.chulavistaca.gov:6080/arcgis/rest/services,"Chula Vista",32.640053,-117.084198,17,"Chula Vista",folder,NULL,NULL
147,http://gis.chulavistaca.gov:6080/arcgis/rest/services,"Chula Vista gis",32.640053,-117.084198,17,"Chula Vista gis",folder,NULL,NULL
148,https://gis.acimap.us/fwcu/rest/services,"Fort Wayne",41.079273,-85.139351,17,"Fort Wayne",folder,NULL,NULL
149,http://www2.cityoforlando.net/arcgis/rest/services,Orlando,28.538336,-81.379234,17,Orlando,folder,NULL,NULL
150,https://ocgis3.ocfl.net/arcgis/rest/services,"Orange County Florida",28.538336,-81.379234,17,"Orange County Florida",folder,NULL,NULL
151,https://egis.stpete.org/arcgis/rest/services,"St. Petersburg Florida",27.772070,-82.638489,17,"St. Petersburg Florida",folder,NULL,NULL
152,https://gistest.chandleraz.gov/arcgistest/rest/services,Chandler,33.306160,-111.841248,17,Chandler,folder,NULL,NULL
153,https://orfmaps.norfolk.gov/orfgis/rest/services,Norfolk,36.850769,-76.285873,17,Norfolk,folder,NULL,NULL
154,https://gis.dchcmpo.org/mpogis1/rest/services,Durham,35.994034,-78.898621,17,Durham,folder,NULL,NULL
155,https://maps.madisonal.gov/server/rest/services,Madison,43.073051,-89.401230,17,Madison,folder,NULL,NULL
156,https://maps.huntsvilleal.gov/arcgis2/rest/services,Huntsville,34.730370,-86.586105,17,Huntsville,folder,NULL,NULL
157,https://madison.rexburg.org/mrgis/rest/services,Rexburg,43.826069,-111.789528,17,Rexburg,folder,NULL,NULL
158,https://pubgis.ci.lubbock.tx.us/server/rest/services,Lubbock,33.577862,-101.855164,17,Lubbock,folder,NULL,NULL
159,https://gis.cityofirvine.org/arcgis/rest/services,Irvine,33.684566,-117.826508,17,Irvine,folder,NULL,NULL
160,https://www5.cityofws.org/arcgis/rest/services,Winston-Salem,36.096260,-80.243736,17,Winston-Salem,folder,NULL,NULL
161,http://gis.glendaleaz.com/arcgis/rest/services,"Glendale Arizona",33.538559,-112.183701,17,"Glendale Arizona",folder,NULL,NULL
162,https://gis.mcassessor.maricopa.gov/arcgis/rest/services,"Maricopa County",33.458571,-112.069090,17,"Maricopa County",folder,NULL,NULL
163,https://services2.arcgis.com/9koNgJGJVNJ5IWdw/ArcGIS/rest/services,"Glendale California",34.142509,-118.255074,17,"Glendale California",folder,NULL,NULL
164,https://maps.garlandtx.gov/arcgis/rest/services,Garland,32.912624,-96.638885,17,Garland,folder,NULL,NULL
166,https://gis.miamibeachfl.gov/ArcGIS/rest/services,"Miami Beach",25.790653,-80.130043,17,"Miami Beach",folder,NULL,NULL
167,https://maps.scottsdaleaz.gov/arcgis/rest/services,Scottsdale,33.494171,-111.926048,17,Scottsdale,folder,NULL,NULL
168,http://maps.reno.gov/renomaps/rest/services,Reno,39.529633,-119.813805,17,Reno,folder,NULL,NULL
169,https://gisdata.cityofchesapeake.net/public/rest/services,Chesapeake,36.768208,-76.287491,17,Chesapeake,folder,NULL,NULL
170,https://maps.gilbertaz.gov/arcgis/rest/services,Gilbert,33.352825,-111.789024,17,Gilbert,folder,NULL,NULL
171,https://maps.brla.gov/gis/rest/services,"Baton Rouge",30.451468,-91.187149,17,"Baton Rouge",folder,NULL,NULL
172,https://gismaps.cityofboise.org/arcgis/rest/services,Boise,43.615021,-116.202316,17,Boise,folder,http://opendata.cityofboise.org,NULL
173,http://imaps.sbcity.org/arcgis/rest/services,"San Bernardino",34.108318,-117.294151,17,"San Bernardino",folder,NULL,NULL
174,https://services.arcgis.com/aA3snZwJfFkVyDuP/arcgis/rest/services,"San Bernardino County arcgis online",34.108318,-117.294151,17,"San Bernardino County arcgis online",folder,https://open.sbcounty.gov,NULL
175,http://maps.sanbag.ca.gov:6080/arcgis/rest/services,"San Bernardino County Transportation Authority",34.108318,-117.294151,17,"San Bernardino County Transportation Authority",folder,NULL,NULL
176,http://ags.sbcounty.gov/sbcgis/rest/services,"San Bernardino County Assessor",34.108318,-117.294151,17,"San Bernardino County Assessor",folder,NULL,NULL
177,https://gisweb.birminghamal.gov/arcgis/rest/services,Birmingham,33.518589,-86.810356,17,Birmingham,folder,NULL,NULL
180,https://maps.dmgov.org/arcgis/rest/services,"Des Moines",41.588820,-93.620310,17,"Des Moines",folder,NULL,NULL
181,http://geoweb02.ci.richmond.ca.us/arcgis/rest/services,"Richmond California",37.935757,-122.347748,17,"Richmond California",folder,NULL,NULL
182,http://gis2.richmondnc.com/arcgis2013/rest/services,"Richmond County",35.028838,-79.733326,17,"Richmond County",folder,NULL,NULL
188,https://services2.arcgis.com/AVso4yDITKsybTJg/arcgis/rest/services,Fremont,37.548271,-121.988571,17,Fremont,folder,https://egis-cofgis.opendata.arcgis.com,NULL
189,https://services3.arcgis.com/OfsJXUlu8pSkbl7B/ArcGIS/rest/services,Irving,32.814018,-96.948891,17,Irving,folder,NULL,NULL
190,https://services3.arcgis.com/h9QEFLHkUI1SIRs7/arcgis/rest/services,Laredo,27.503561,-99.507553,17,Laredo,folder,NULL,NULL
191,https://services.arcgis.com/3PDwyTturHqnGCu0/arcgis/rest/services,"Spokane arcgis online",47.658779,-117.426048,17,"Spokane arcgis online",folder,NULL,NULL
192,https://services.spokanegis.org/arcgis/rest/services,Spokane,47.658779,-117.426048,17,Spokane,folder,NULL,NULL
193,https://gis.spokanecounty.org/arcgis/rest/services,"Spokane County",47.658779,-117.426048,17,"Spokane County",folder,NULL,NULL
194,https://gis.modestogov.com/arcgis/rest/services/ExternalServices,Modesto,37.639095,-120.996880,17,Modesto,folder,NULL,NULL
195,https://gis.cityoftacoma.org/arcgis/rest/services,Tacoma,47.252876,-122.444290,17,Tacoma,folder,NULL,NULL
196,https://gisqa.cityoftacoma.org/arcgis/rest/services,"Tacoma gisqa",47.252876,-122.444290,17,"Tacoma gisqa",folder,NULL,NULL
197,https://services1.arcgis.com/XhE4Nx2bBPScQrhF/ArcGIS/rest/services,Fontana,34.092232,-117.435051,17,Fontana,folder,NULL,NULL
198,https://gis.santa-clarita.com/arcgis/rest/services,"Santa Clarita",34.391663,-118.542587,17,"Santa Clarita",folder,NULL,NULL
199,http://mycity.houstontx.gov/COHGIS/rest/services,"Houston mycity",29.756241,-95.367312,17,"Houston mycity",folder,NULL,NULL
200,https://maps.phoenix.gov/pub/rest/services,"Phoenix City Maps",33.448376,-112.074036,17,"Phoenix City Maps",folder,NULL,NULL
201,https://services1.arcgis.com/T0NPfOCJr9tmBN93/ArcGIS/rest/services,"Florida State FL Department of Agriculture and Consumer Services",28.538336,-81.379234,17,"Florida State FL Department of Agriculture and Consumer Services",folder,NULL,NULL
202,https://maps.floridadisaster.org/gis/rest/services,"Florida State FL Disaster",28.538336,-81.379234,17,"Florida State FL Disaster",folder,NULL,NULL
203,https://ca.dep.state.fl.us/arcgis/rest/services,"Florida State FL Department of Environmental Protection",28.538336,-81.379234,17,"Florida State FL Department of Environmental Protection",folder,NULL,NULL
204,https://www25.swfwmd.state.fl.us/arcgis12/rest/services,"Southwest Florida Water Management District",27.337693,-82.435229,17,"Southwest Florida Water Management District",folder,NULL,NULL
205,https://gis.flhealth.gov/arcgis/rest/services,"Florida State FL Department of Health",28.538336,-81.379234,17,"Florida State FL Department of Health",folder,NULL,NULL
206,https://dotscoazgis1.dot.state.fl.us/arcgis/rest/services,"Florida State FL Department of Transportation",28.538336,-81.379234,17,"Florida State FL Department of Transportation",folder,NULL,NULL
